SA2_CODE,obsValue,ARR_BAND
403041086,446,Arrived 1966 - 1975
403041086,215,Arrived 1976 - 1985
403041086,212,Arrived 1986 - 1995
403041086,234,Arrived 1996 - 2005
403041086,388,Arrived 2006 - 2015
403041086,17,Arrived 1 Jan 2016 - 9 August 2016
403041086,38,Not stated
403041087,5369,Total
403041087,4,Arrived 1900 - 1945
403041087,205,Arrived 1946 - 1955
403041087,587,Arrived 1956 - 1965
403041087,1232,Arrived 1966 - 1975
403041087,498,Arrived 1976 - 1985
403041087,457,Arrived 1986 - 1995
403041087,504,Arrived 1996 - 2005
403041087,1707,Arrived 2006 - 2015
403041087,37,Arrived 1 Jan 2016 - 9 August 2016
403041087,140,Not stated
403041088,681,Total
403041088,3,Arrived 1900 - 1945
403041088,27,Arrived 1946 - 1955
403041088,95,Arrived 1956 - 1965
403041088,185,Arrived 1966 - 1975
403041088,76,Arrived 1976 - 1985
403041088,64,Arrived 1986 - 1995
403041088,61,Arrived 1996 - 2005
403041088,155,Arrived 2006 - 2015
403041088,3,Arrived 1 Jan 2016 - 9 August 2016
403041088,23,Not stated
403041089,2299,Total
403041089,5,Arrived 1900 - 1945
403041089,103,Arrived 1946 - 1955
403041089,266,Arrived 1956 - 1965
403041089,474,Arrived 1966 - 1975
403041089,204,Arrived 1976 - 1985
403041089,295,Arrived 1986 - 1995
403041089,323,Arrived 1996 - 2005
403041089,557,Arrived 2006 - 2015
403041089,13,Arrived 1 Jan 2016 - 9 August 2016
403041089,70,Not stated
404011090,1961,Total
404011090,4,Arrived 1900 - 1945
404011090,105,Arrived 1946 - 1955
404011090,248,Arrived 1956 - 1965
404011090,195,Arrived 1966 - 1975
404011090,155,Arrived 1976 - 1985
404011090,153,Arrived 1986 - 1995
404011090,229,Arrived 1996 - 2005
404011090,761,Arrived 2006 - 2015
404011090,47,Arrived 1 Jan 2016 - 9 August 2016
404011090,58,Not stated
404011091,4167,Total
404011091,15,Arrived 1900 - 1945
404011091,401,Arrived 1946 - 1955
404011091,704,Arrived 1956 - 1965
404011091,454,Arrived 1966 - 1975
404011091,281,Arrived 1976 - 1985
404011091,329,Arrived 1986 - 1995
404011091,463,Arrived 1996 - 2005
404011091,1294,Arrived 2006 - 2015
404011091,114,Arrived 1 Jan 2016 - 9 August 2016
404011091,110,Not stated
404011092,3696,Total
404011092,13,Arrived 1900 - 1945
404011092,366,Arrived 1946 - 1955
404011092,671,Arrived 1956 - 1965
404011092,463,Arrived 1966 - 1975
404011092,236,Arrived 1976 - 1985
404011092,232,Arrived 1986 - 1995
404011092,420,Arrived 1996 - 2005
404011092,1097,Arrived 2006 - 2015
404011092,115,Arrived 1 Jan 2016 - 9 August 2016
404011092,89,Not stated
404011093,5306,Total
404011093,10,Arrived 1900 - 1945
404011093,305,Arrived 1946 - 1955
404011093,801,Arrived 1956 - 1965
404011093,629,Arrived 1966 - 1975
404011093,531,Arrived 1976 - 1985
404011093,480,Arrived 1986 - 1995
404011093,506,Arrived 1996 - 2005
404011093,1689,Arrived 2006 - 2015
404011093,189,Arrived 1 Jan 2016 - 9 August 2016
404011093,163,Not stated
404011094,1406,Total
404011094,3,Arrived 1900 - 1945
404011094,147,Arrived 1946 - 1955
404011094,208,Arrived 1956 - 1965
404011094,200,Arrived 1966 - 1975
404011094,117,Arrived 1976 - 1985
404011094,171,Arrived 1986 - 1995
404011094,196,Arrived 1996 - 2005
404011094,313,Arrived 2006 - 2015
404011094,18,Arrived 1 Jan 2016 - 9 August 2016
404011094,41,Not stated
404011095,4151,Total
404011095,20,Arrived 1900 - 1945
404011095,440,Arrived 1946 - 1955
404011095,702,Arrived 1956 - 1965
404011095,542,Arrived 1966 - 1975
404011095,264,Arrived 1976 - 1985
404011095,311,Arrived 1986 - 1995
404011095,541,Arrived 1996 - 2005
404011095,1072,Arrived 2006 - 2015
404011095,64,Arrived 1 Jan 2016 - 9 August 2016
404011095,203,Not stated
404011096,3162,Total
404011096,15,Arrived 1900 - 1945
404011096,339,Arrived 1946 - 1955
404011096,613,Arrived 1956 - 1965
404011096,496,Arrived 1966 - 1975
404011096,246,Arrived 1976 - 1985
404011096,279,Arrived 1986 - 1995
404011096,309,Arrived 1996 - 2005
404011096,764,Arrived 2006 - 2015
404011096,38,Arrived 1 Jan 2016 - 9 August 2016
404011096,58,Not stated
404011097,6150,Total
404011097,10,Arrived 1900 - 1945
404011097,296,Arrived 1946 - 1955
404011097,486,Arrived 1956 - 1965
404011097,466,Arrived 1966 - 1975
404011097,679,Arrived 1976 - 1985
404011097,748,Arrived 1986 - 1995
404011097,805,Arrived 1996 - 2005
404011097,2335,Arrived 2006 - 2015
404011097,145,Arrived 1 Jan 2016 - 9 August 2016
404011097,180,Not stated
404021098,0,Total
404021098,0,Arrived 1900 - 1945
404021098,0,Arrived 1946 - 1955
404021098,0,Arrived 1956 - 1965
404021098,0,Arrived 1966 - 1975
404021098,0,Arrived 1976 - 1985
404021098,0,Arrived 1986 - 1995
404021098,0,Arrived 1996 - 2005
404021098,0,Arrived 2006 - 2015
404021098,0,Arrived 1 Jan 2016 - 9 August 2016
404021098,0,Not stated
404021099,2613,Total
404021099,12,Arrived 1900 - 1945
404021099,200,Arrived 1946 - 1955
404021099,496,Arrived 1956 - 1965
404021099,471,Arrived 1966 - 1975
404021099,233,Arrived 1976 - 1985
404021099,233,Arrived 1986 - 1995
404021099,288,Arrived 1996 - 2005
404021099,564,Arrived 2006 - 2015
404021099,27,Arrived 1 Jan 2016 - 9 August 2016
404021099,82,Not stated
404021100,2499,Total
404021100,5,Arrived 1900 - 1945
404021100,223,Arrived 1946 - 1955
404021100,462,Arrived 1956 - 1965
404021100,507,Arrived 1966 - 1975
404021100,192,Arrived 1976 - 1985
404021100,208,Arrived 1986 - 1995
404021100,248,Arrived 1996 - 2005
404021100,552,Arrived 2006 - 2015
404021100,20,Arrived 1 Jan 2016 - 9 August 2016
404021100,69,Not stated
404021101,2915,Total
404021101,3,Arrived 1900 - 1945
404021101,191,Arrived 1946 - 1955
404021101,388,Arrived 1956 - 1965
404021101,343,Arrived 1966 - 1975
404021101,378,Arrived 1976 - 1985
404021101,408,Arrived 1986 - 1995
404021101,332,Arrived 1996 - 2005
404021101,741,Arrived 2006 - 2015
404021101,57,Arrived 1 Jan 2016 - 9 August 2016
404021101,75,Not stated
404021102,8753,Total
404021102,11,Arrived 1900 - 1945
404021102,283,Arrived 1946 - 1955
404021102,422,Arrived 1956 - 1965
404021102,348,Arrived 1966 - 1975
404021102,994,Arrived 1976 - 1985
404021102,1347,Arrived 1986 - 1995
404021102,1326,Arrived 1996 - 2005
404021102,3403,Arrived 2006 - 2015
404021102,270,Arrived 1 Jan 2016 - 9 August 2016
404021102,354,Not stated
404021103,0,Total
404021103,0,Arrived 1900 - 1945
404021103,0,Arrived 1946 - 1955
404021103,0,Arrived 1956 - 1965
404021103,0,Arrived 1966 - 1975
404021103,0,Arrived 1976 - 1985
404021103,0,Arrived 1986 - 1995
404021103,0,Arrived 1996 - 2005
404021103,0,Arrived 2006 - 2015
404021103,0,Arrived 1 Jan 2016 - 9 August 2016
404021103,0,Not stated
404031104,0,Total
404031104,0,Arrived 1900 - 1945
404031104,0,Arrived 1946 - 1955
404031104,0,Arrived 1956 - 1965
404031104,0,Arrived 1966 - 1975
404031104,0,Arrived 1976 - 1985
404031104,0,Arrived 1986 - 1995
404031104,0,Arrived 1996 - 2005
404031104,0,Arrived 2006 - 2015
404031104,0,Arrived 1 Jan 2016 - 9 August 2016
404031104,0,Not stated
404031105,612,Total
404031105,4,Arrived 1900 - 1945
404031105,93,Arrived 1946 - 1955
404031105,95,Arrived 1956 - 1965
404031105,82,Arrived 1966 - 1975
404031105,38,Arrived 1976 - 1985
404031105,35,Arrived 1986 - 1995
404031105,61,Arrived 1996 - 2005
404031105,174,Arrived 2006 - 2015
404031105,8,Arrived 1 Jan 2016 - 9 August 2016
404031105,22,Not stated
404031106,3892,Total
404031106,17,Arrived 1900 - 1945
404031106,291,Arrived 1946 - 1955
404031106,486,Arrived 1956 - 1965
404031106,349,Arrived 1966 - 1975
404031106,218,Arrived 1976 - 1985
404031106,259,Arrived 1986 - 1995
404031106,409,Arrived 1996 - 2005
404031106,1591,Arrived 2006 - 2015
404031106,158,Arrived 1 Jan 2016 - 9 August 2016
404031106,116,Not stated
404031107,7595,Total
404031107,12,Arrived 1900 - 1945
404031107,361,Arrived 1946 - 1955
404031107,643,Arrived 1956 - 1965
404031107,579,Arrived 1966 - 1975
404031107,360,Arrived 1976 - 1985
404031107,514,Arrived 1986 - 1995
404031107,779,Arrived 1996 - 2005
404031107,3702,Arrived 2006 - 2015
404031107,396,Arrived 1 Jan 2016 - 9 August 2016
404031107,249,Not stated
404031108,5312,Total
404031108,10,Arrived 1900 - 1945
404031108,329,Arrived 1946 - 1955
404031108,739,Arrived 1956 - 1965
404031108,459,Arrived 1966 - 1975
404031108,318,Arrived 1976 - 1985
404031108,353,Arrived 1986 - 1995
404031108,537,Arrived 1996 - 2005
404031108,2169,Arrived 2006 - 2015
404031108,227,Arrived 1 Jan 2016 - 9 August 2016
404031108,167,Not stated
404031109,1120,Total
404031109,0,Arrived 1900 - 1945
404031109,93,Arrived 1946 - 1955
404031109,139,Arrived 1956 - 1965
404031109,139,Arrived 1966 - 1975
404031109,80,Arrived 1976 - 1985
404031109,107,Arrived 1986 - 1995
404031109,117,Arrived 1996 - 2005
404031109,398,Arrived 2006 - 2015
404031109,31,Arrived 1 Jan 2016 - 9 August 2016
404031109,22,Not stated
405011110,704,Total
405011110,0,Arrived 1900 - 1945
405011110,60,Arrived 1946 - 1955
405011110,165,Arrived 1956 - 1965
405011110,173,Arrived 1966 - 1975
405011110,66,Arrived 1976 - 1985
405011110,58,Arrived 1986 - 1995
405011110,79,Arrived 1996 - 2005
405011110,86,Arrived 2006 - 2015
405011110,5,Arrived 1 Jan 2016 - 9 August 2016
405011110,16,Not stated
405011111,985,Total
405011111,0,Arrived 1900 - 1945
405011111,61,Arrived 1946 - 1955
405011111,258,Arrived 1956 - 1965
405011111,292,Arrived 1966 - 1975
405011111,85,Arrived 1976 - 1985
405011111,58,Arrived 1986 - 1995
405011111,60,Arrived 1996 - 2005
405011111,122,Arrived 2006 - 2015
405011111,3,Arrived 1 Jan 2016 - 9 August 2016
405011111,37,Not stated
405011112,867,Total
405011112,0,Arrived 1900 - 1945
405011112,51,Arrived 1946 - 1955
405011112,209,Arrived 1956 - 1965
405011112,276,Arrived 1966 - 1975
405011112,66,Arrived 1976 - 1985
405011112,64,Arrived 1986 - 1995
405011112,63,Arrived 1996 - 2005
405011112,112,Arrived 2006 - 2015
405011112,0,Arrived 1 Jan 2016 - 9 August 2016
405011112,23,Not stated
405011113,367,Total
405011113,3,Arrived 1900 - 1945
405011113,20,Arrived 1946 - 1955
405011113,84,Arrived 1956 - 1965
405011113,112,Arrived 1966 - 1975
405011113,39,Arrived 1976 - 1985
405011113,32,Arrived 1986 - 1995
405011113,21,Arrived 1996 - 2005
405011113,41,Arrived 2006 - 2015
405011113,0,Arrived 1 Jan 2016 - 9 August 2016
405011113,18,Not stated
405011114,553,Total
405011114,8,Arrived 1900 - 1945
405011114,78,Arrived 1946 - 1955
405011114,123,Arrived 1956 - 1965
405011114,132,Arrived 1966 - 1975
405011114,34,Arrived 1976 - 1985
405011114,42,Arrived 1986 - 1995
405011114,32,Arrived 1996 - 2005
405011114,73,Arrived 2006 - 2015
405011114,10,Arrived 1 Jan 2016 - 9 August 2016
405011114,17,Not stated
405011115,491,Total
405011115,5,Arrived 1900 - 1945
405011115,45,Arrived 1946 - 1955
405011115,97,Arrived 1956 - 1965
405011115,90,Arrived 1966 - 1975
405011115,25,Arrived 1976 - 1985
405011115,34,Arrived 1986 - 1995
405011115,47,Arrived 1996 - 2005
405011115,123,Arrived 2006 - 2015
405011115,8,Arrived 1 Jan 2016 - 9 August 2016
405011115,15,Not stated
405021116,319,Total
405021116,0,Arrived 1900 - 1945
405021116,35,Arrived 1946 - 1955
405021116,45,Arrived 1956 - 1965
405021116,78,Arrived 1966 - 1975
405021116,19,Arrived 1976 - 1985
405021116,21,Arrived 1986 - 1995
405021116,32,Arrived 1996 - 2005
405021116,69,Arrived 2006 - 2015
405021116,8,Arrived 1 Jan 2016 - 9 August 2016
405021116,19,Not stated
405021117,530,Total
405021117,0,Arrived 1900 - 1945
405021117,39,Arrived 1946 - 1955
405021117,151,Arrived 1956 - 1965
405021117,150,Arrived 1966 - 1975
405021117,38,Arrived 1976 - 1985
405021117,39,Arrived 1986 - 1995
405021117,37,Arrived 1996 - 2005
405021117,43,Arrived 2006 - 2015
405021117,6,Arrived 1 Jan 2016 - 9 August 2016
405021117,18,Not stated
405021118,409,Total
405021118,0,Arrived 1900 - 1945
405021118,37,Arrived 1946 - 1955
405021118,92,Arrived 1956 - 1965
405021118,107,Arrived 1966 - 1975
405021118,46,Arrived 1976 - 1985
405021118,38,Arrived 1986 - 1995
405021118,32,Arrived 1996 - 2005
405021118,36,Arrived 2006 - 2015
405021118,0,Arrived 1 Jan 2016 - 9 August 2016
405021118,18,Not stated
405021119,909,Total
405021119,4,Arrived 1900 - 1945
405021119,75,Arrived 1946 - 1955
405021119,190,Arrived 1956 - 1965
405021119,250,Arrived 1966 - 1975
405021119,59,Arrived 1976 - 1985
405021119,42,Arrived 1986 - 1995
405021119,38,Arrived 1996 - 2005
405021119,206,Arrived 2006 - 2015
405021119,3,Arrived 1 Jan 2016 - 9 August 2016
405021119,31,Not stated
405031120,313,Total
405031120,0,Arrived 1900 - 1945
405031120,37,Arrived 1946 - 1955
405031120,73,Arrived 1956 - 1965
405031120,77,Arrived 1966 - 1975
405031120,32,Arrived 1976 - 1985
405031120,23,Arrived 1986 - 1995
405031120,15,Arrived 1996 - 2005
405031120,46,Arrived 2006 - 2015
405031120,4,Arrived 1 Jan 2016 - 9 August 2016
405031120,16,Not stated
405031121,454,Total
405031121,0,Arrived 1900 - 1945
405031121,52,Arrived 1946 - 1955
405031121,110,Arrived 1956 - 1965
405031121,126,Arrived 1966 - 1975
405031121,38,Arrived 1976 - 1985
405031121,31,Arrived 1986 - 1995
405031121,22,Arrived 1996 - 2005
405031121,51,Arrived 2006 - 2015
405031121,3,Arrived 1 Jan 2016 - 9 August 2016
405031121,20,Not stated
405031122,1085,Total
405031122,12,Arrived 1900 - 1945
405031122,147,Arrived 1946 - 1955
405031122,178,Arrived 1956 - 1965
405031122,185,Arrived 1966 - 1975
405031122,77,Arrived 1976 - 1985
405031122,67,Arrived 1986 - 1995
405031122,76,Arrived 1996 - 2005
405031122,275,Arrived 2006 - 2015
405031122,3,Arrived 1 Jan 2016 - 9 August 2016
405031122,54,Not stated
405031123,252,Total
405031123,0,Arrived 1900 - 1945
405031123,33,Arrived 1946 - 1955
405031123,62,Arrived 1956 - 1965
405031123,55,Arrived 1966 - 1975
405031123,23,Arrived 1976 - 1985
405031123,15,Arrived 1986 - 1995
405031123,30,Arrived 1996 - 2005
405031123,30,Arrived 2006 - 2015
405031123,0,Arrived 1 Jan 2016 - 9 August 2016
405031123,15,Not stated
405041124,353,Total
405041124,0,Arrived 1900 - 1945
405041124,29,Arrived 1946 - 1955
405041124,93,Arrived 1956 - 1965
405041124,92,Arrived 1966 - 1975
405041124,31,Arrived 1976 - 1985
405041124,17,Arrived 1986 - 1995
405041124,15,Arrived 1996 - 2005
405041124,59,Arrived 2006 - 2015
405041124,0,Arrived 1 Jan 2016 - 9 August 2016
405041124,17,Not stated
405041125,587,Total
405041125,0,Arrived 1900 - 1945
405041125,79,Arrived 1946 - 1955
405041125,148,Arrived 1956 - 1965
405041125,211,Arrived 1966 - 1975
405041125,40,Arrived 1976 - 1985
405041125,23,Arrived 1986 - 1995
405041125,21,Arrived 1996 - 2005
405041125,43,Arrived 2006 - 2015
405041125,3,Arrived 1 Jan 2016 - 9 August 2016
405041125,23,Not stated
405041126,349,Total
405041126,3,Arrived 1900 - 1945
405041126,45,Arrived 1946 - 1955
405041126,77,Arrived 1956 - 1965
405041126,89,Arrived 1966 - 1975
405041126,34,Arrived 1976 - 1985
405041126,18,Arrived 1986 - 1995
405041126,24,Arrived 1996 - 2005
405041126,42,Arrived 2006 - 2015
405041126,0,Arrived 1 Jan 2016 - 9 August 2016
405041126,9,Not stated
405041127,580,Total
405041127,0,Arrived 1900 - 1945
405041127,77,Arrived 1946 - 1955
405041127,137,Arrived 1956 - 1965
405041127,183,Arrived 1966 - 1975
405041127,51,Arrived 1976 - 1985
405041127,23,Arrived 1986 - 1995
405041127,21,Arrived 1996 - 2005
405041127,44,Arrived 2006 - 2015
405041127,0,Arrived 1 Jan 2016 - 9 August 2016
405041127,42,Not stated
405041128,449,Total
405041128,4,Arrived 1900 - 1945
405041128,73,Arrived 1946 - 1955
405041128,134,Arrived 1956 - 1965
405041128,122,Arrived 1966 - 1975
405041128,26,Arrived 1976 - 1985
405041128,22,Arrived 1986 - 1995
405041128,16,Arrived 1996 - 2005
405041128,35,Arrived 2006 - 2015
405041128,0,Arrived 1 Jan 2016 - 9 August 2016
405041128,23,Not stated
406011129,192,Total
406011129,0,Arrived 1900 - 1945
406011129,15,Arrived 1946 - 1955
406011129,24,Arrived 1956 - 1965
406011129,32,Arrived 1966 - 1975
406011129,19,Arrived 1976 - 1985
406011129,11,Arrived 1986 - 1995
406011129,23,Arrived 1996 - 2005
406011129,62,Arrived 2006 - 2015
406011129,4,Arrived 1 Jan 2016 - 9 August 2016
406011129,8,Not stated
406011130,372,Total
406011130,0,Arrived 1900 - 1945
406011130,44,Arrived 1946 - 1955
406011130,88,Arrived 1956 - 1965
406011130,84,Arrived 1966 - 1975
406011130,34,Arrived 1976 - 1985
406011130,23,Arrived 1986 - 1995
406011130,29,Arrived 1996 - 2005
406011130,58,Arrived 2006 - 2015
406011130,0,Arrived 1 Jan 2016 - 9 August 2016
406011130,14,Not stated
406011131,208,Total
406011131,0,Arrived 1900 - 1945
406011131,19,Arrived 1946 - 1955
406011131,41,Arrived 1956 - 1965
406011131,36,Arrived 1966 - 1975
406011131,10,Arrived 1976 - 1985
406011131,16,Arrived 1986 - 1995
406011131,19,Arrived 1996 - 2005
406011131,47,Arrived 2006 - 2015
406011131,0,Arrived 1 Jan 2016 - 9 August 2016
406011131,15,Not stated
406011132,111,Total
406011132,0,Arrived 1900 - 1945
406011132,11,Arrived 1946 - 1955
406011132,23,Arrived 1956 - 1965
406011132,15,Arrived 1966 - 1975
406011132,14,Arrived 1976 - 1985
406011132,3,Arrived 1986 - 1995
406011132,4,Arrived 1996 - 2005
406011132,26,Arrived 2006 - 2015
406011132,0,Arrived 1 Jan 2016 - 9 August 2016
406011132,9,Not stated
406011133,1290,Total
406011133,0,Arrived 1900 - 1945
406011133,120,Arrived 1946 - 1955
406011133,282,Arrived 1956 - 1965
406011133,275,Arrived 1966 - 1975
406011133,91,Arrived 1976 - 1985
406011133,70,Arrived 1986 - 1995
406011133,92,Arrived 1996 - 2005
406011133,271,Arrived 2006 - 2015
406011133,20,Arrived 1 Jan 2016 - 9 August 2016
406011133,62,Not stated
406011134,166,Total
406011134,0,Arrived 1900 - 1945
406011134,8,Arrived 1946 - 1955
406011134,31,Arrived 1956 - 1965
406011134,50,Arrived 1966 - 1975
406011134,11,Arrived 1976 - 1985
406011134,16,Arrived 1986 - 1995
406011134,10,Arrived 1996 - 2005
406011134,37,Arrived 2006 - 2015
406011134,0,Arrived 1 Jan 2016 - 9 August 2016
406011134,6,Not stated
406011135,3,Total
406011135,0,Arrived 1900 - 1945
406011135,0,Arrived 1946 - 1955
406011135,0,Arrived 1956 - 1965
406011135,0,Arrived 1966 - 1975
406011135,0,Arrived 1976 - 1985
406011135,0,Arrived 1986 - 1995
406011135,0,Arrived 1996 - 2005
406011135,0,Arrived 2006 - 2015
406011135,0,Arrived 1 Jan 2016 - 9 August 2016
406011135,0,Not stated
406011136,4008,Total
406011136,9,Arrived 1900 - 1945
406011136,162,Arrived 1946 - 1955
406011136,860,Arrived 1956 - 1965
406011136,1565,Arrived 1966 - 1975
406011136,253,Arrived 1976 - 1985
406011136,135,Arrived 1986 - 1995
406011136,178,Arrived 1996 - 2005
406011136,682,Arrived 2006 - 2015
406011136,17,Arrived 1 Jan 2016 - 9 August 2016
406011136,155,Not stated
406011137,0,Total
406011137,0,Arrived 1900 - 1945
406011137,0,Arrived 1946 - 1955
406011137,0,Arrived 1956 - 1965
406011137,0,Arrived 1966 - 1975
406011137,0,Arrived 1976 - 1985
406011137,0,Arrived 1986 - 1995
406011137,0,Arrived 1996 - 2005
406011137,0,Arrived 2006 - 2015
406011137,0,Arrived 1 Jan 2016 - 9 August 2016
406011137,0,Not stated
406021138,65,Total
406021138,0,Arrived 1900 - 1945
406021138,0,Arrived 1946 - 1955
406021138,3,Arrived 1956 - 1965
406021138,9,Arrived 1966 - 1975
406021138,10,Arrived 1976 - 1985
406021138,13,Arrived 1986 - 1995
406021138,11,Arrived 1996 - 2005
406021138,18,Arrived 2006 - 2015
406021138,0,Arrived 1 Jan 2016 - 9 August 2016
406021138,3,Not stated
406021139,458,Total
406021139,0,Arrived 1900 - 1945
406021139,16,Arrived 1946 - 1955
406021139,89,Arrived 1956 - 1965
406021139,102,Arrived 1966 - 1975
406021139,38,Arrived 1976 - 1985
406021139,26,Arrived 1986 - 1995
406021139,25,Arrived 1996 - 2005
406021139,135,Arrived 2006 - 2015
406021139,9,Arrived 1 Jan 2016 - 9 August 2016
406021139,18,Not stated
406021140,159,Total
406021140,0,Arrived 1900 - 1945
406021140,18,Arrived 1946 - 1955
406021140,36,Arrived 1956 - 1965
406021140,38,Arrived 1966 - 1975
406021140,12,Arrived 1976 - 1985
406021140,3,Arrived 1986 - 1995
406021140,8,Arrived 1996 - 2005
406021140,27,Arrived 2006 - 2015
406021140,0,Arrived 1 Jan 2016 - 9 August 2016
406021140,18,Not stated
406021141,273,Total
406021141,0,Arrived 1900 - 1945
406021141,14,Arrived 1946 - 1955
406021141,41,Arrived 1956 - 1965
406021141,49,Arrived 1966 - 1975
406021141,18,Arrived 1976 - 1985
406021141,25,Arrived 1986 - 1995
406021141,31,Arrived 1996 - 2005
406021141,81,Arrived 2006 - 2015
406021141,6,Arrived 1 Jan 2016 - 9 August 2016
406021141,13,Not stated
406021142,920,Total
406021142,0,Arrived 1900 - 1945
406021142,90,Arrived 1946 - 1955
406021142,159,Arrived 1956 - 1965
406021142,181,Arrived 1966 - 1975
406021142,39,Arrived 1976 - 1985
406021142,48,Arrived 1986 - 1995
406021142,63,Arrived 1996 - 2005
406021142,249,Arrived 2006 - 2015
406021142,9,Arrived 1 Jan 2016 - 9 August 2016
406021142,77,Not stated
406021143,506,Total
406021143,0,Arrived 1900 - 1945
406021143,0,Arrived 1946 - 1955
406021143,17,Arrived 1956 - 1965
406021143,29,Arrived 1966 - 1975
406021143,42,Arrived 1976 - 1985
406021143,42,Arrived 1986 - 1995
406021143,62,Arrived 1996 - 2005
406021143,291,Arrived 2006 - 2015
406021143,10,Arrived 1 Jan 2016 - 9 August 2016
406021143,4,Not stated
407011144,2182,Total
407011144,7,Arrived 1900 - 1945
407011144,246,Arrived 1946 - 1955
407011144,544,Arrived 1956 - 1965
407011144,740,Arrived 1966 - 1975
407011144,220,Arrived 1976 - 1985
407011144,119,Arrived 1986 - 1995
407011144,100,Arrived 1996 - 2005
407011144,116,Arrived 2006 - 2015
407011144,3,Arrived 1 Jan 2016 - 9 August 2016
407011144,93,Not stated
407011145,618,Total
407011145,3,Arrived 1900 - 1945
407011145,60,Arrived 1946 - 1955
407011145,113,Arrived 1956 - 1965
407011145,121,Arrived 1966 - 1975
407011145,65,Arrived 1976 - 1985
407011145,46,Arrived 1986 - 1995
407011145,48,Arrived 1996 - 2005
407011145,128,Arrived 2006 - 2015
407011145,8,Arrived 1 Jan 2016 - 9 August 2016
407011145,30,Not stated
407011146,851,Total
407011146,3,Arrived 1900 - 1945
407011146,66,Arrived 1946 - 1955
407011146,143,Arrived 1956 - 1965
407011146,212,Arrived 1966 - 1975
407011146,80,Arrived 1976 - 1985
407011146,69,Arrived 1986 - 1995
407011146,87,Arrived 1996 - 2005
407011146,146,Arrived 2006 - 2015
407011146,4,Arrived 1 Jan 2016 - 9 August 2016
407011146,46,Not stated
407011147,1094,Total
407011147,0,Arrived 1900 - 1945
407011147,82,Arrived 1946 - 1955
407011147,198,Arrived 1956 - 1965
407011147,301,Arrived 1966 - 1975
407011147,91,Arrived 1976 - 1985
407011147,90,Arrived 1986 - 1995
407011147,113,Arrived 1996 - 2005
407011147,177,Arrived 2006 - 2015
407011147,5,Arrived 1 Jan 2016 - 9 August 2016
407011147,43,Not stated
407011148,2737,Total
407011148,11,Arrived 1900 - 1945
407011148,322,Arrived 1946 - 1955
407011148,667,Arrived 1956 - 1965
407011148,817,Arrived 1966 - 1975
407011148,263,Arrived 1976 - 1985
407011148,144,Arrived 1986 - 1995
407011148,153,Arrived 1996 - 2005
407011148,269,Arrived 2006 - 2015
407011148,3,Arrived 1 Jan 2016 - 9 August 2016
407011148,100,Not stated
407011149,1011,Total
407011149,7,Arrived 1900 - 1945
407011149,81,Arrived 1946 - 1955
407011149,245,Arrived 1956 - 1965
407011149,286,Arrived 1966 - 1975
407011149,108,Arrived 1976 - 1985
407011149,95,Arrived 1986 - 1995
407011149,56,Arrived 1996 - 2005
407011149,104,Arrived 2006 - 2015
407011149,4,Arrived 1 Jan 2016 - 9 August 2016
407011149,45,Not stated
407021150,421,Total
407021150,0,Arrived 1900 - 1945
407021150,43,Arrived 1946 - 1955
407021150,64,Arrived 1956 - 1965
407021150,70,Arrived 1966 - 1975
407021150,39,Arrived 1976 - 1985
407021150,25,Arrived 1986 - 1995
407021150,28,Arrived 1996 - 2005
407021150,69,Arrived 2006 - 2015
407021150,5,Arrived 1 Jan 2016 - 9 August 2016
407021150,81,Not stated
407021151,260,Total
407021151,3,Arrived 1900 - 1945
407021151,30,Arrived 1946 - 1955
407021151,41,Arrived 1956 - 1965
407021151,55,Arrived 1966 - 1975
407021151,24,Arrived 1976 - 1985
407021151,23,Arrived 1986 - 1995
407021151,24,Arrived 1996 - 2005
407021151,45,Arrived 2006 - 2015
407021151,0,Arrived 1 Jan 2016 - 9 August 2016
407021151,15,Not stated
407021152,456,Total
407021152,0,Arrived 1900 - 1945
407021152,61,Arrived 1946 - 1955
407021152,153,Arrived 1956 - 1965
407021152,102,Arrived 1966 - 1975
407021152,30,Arrived 1976 - 1985
407021152,20,Arrived 1986 - 1995
407021152,28,Arrived 1996 - 2005
407021152,47,Arrived 2006 - 2015
407021152,0,Arrived 1 Jan 2016 - 9 August 2016
407021152,23,Not stated
407021154,1001,Total
407021154,7,Arrived 1900 - 1945
407021154,49,Arrived 1946 - 1955
407021154,56,Arrived 1956 - 1965
407021154,69,Arrived 1966 - 1975
407021154,47,Arrived 1976 - 1985
407021154,41,Arrived 1986 - 1995
407021154,94,Arrived 1996 - 2005
407021154,553,Arrived 2006 - 2015
407021154,44,Arrived 1 Jan 2016 - 9 August 2016
407021154,56,Not stated
407021155,126,Total
407021155,0,Arrived 1900 - 1945
407021155,10,Arrived 1946 - 1955
407021155,21,Arrived 1956 - 1965
407021155,12,Arrived 1966 - 1975
407021155,8,Arrived 1976 - 1985
407021155,13,Arrived 1986 - 1995
407021155,17,Arrived 1996 - 2005
407021155,43,Arrived 2006 - 2015
407021155,0,Arrived 1 Jan 2016 - 9 August 2016
407021155,7,Not stated
407021156,265,Total
407021156,0,Arrived 1900 - 1945
407021156,16,Arrived 1946 - 1955
407021156,52,Arrived 1956 - 1965
407021156,70,Arrived 1966 - 1975
407021156,25,Arrived 1976 - 1985
407021156,19,Arrived 1986 - 1995
