SA2_CODE,Parents_Born_Overseas,Parents_POB_Parent_Code,obsValue
119021362,Mother only born overseas,TOT,660
119021362,Both parents born in Australia,TOT,3046
119021362,Not stated - birthplace for either or both parents not stated,TOT,1112
119021363,Total,NA,30622
119021363,Both parents born overseas,TOT,24351
119021363,Father only born overseas,TOT,961
119021363,Mother only born overseas,TOT,741
119021363,Both parents born in Australia,TOT,2744
119021363,Not stated - birthplace for either or both parents not stated,TOT,1827
119021364,Total,NA,23680
119021364,Both parents born overseas,TOT,13462
119021364,Father only born overseas,TOT,1696
119021364,Mother only born overseas,TOT,1184
119021364,Both parents born in Australia,TOT,5880
119021364,Not stated - birthplace for either or both parents not stated,TOT,1462
119021366,Total,NA,20757
119021366,Both parents born overseas,TOT,15521
119021366,Father only born overseas,TOT,1313
119021366,Mother only born overseas,TOT,646
119021366,Both parents born in Australia,TOT,1921
119021366,Not stated - birthplace for either or both parents not stated,TOT,1352
119021367,Total,NA,13738
119021367,Both parents born overseas,TOT,8516
119021367,Father only born overseas,TOT,900
119021367,Mother only born overseas,TOT,557
119021367,Both parents born in Australia,TOT,2904
119021367,Not stated - birthplace for either or both parents not stated,TOT,855
119021573,Total,NA,17023
119021573,Both parents born overseas,TOT,14321
119021573,Father only born overseas,TOT,433
119021573,Mother only born overseas,TOT,299
119021573,Both parents born in Australia,TOT,791
119021573,Not stated - birthplace for either or both parents not stated,TOT,1189
119021574,Total,NA,10218
119021574,Both parents born overseas,TOT,8338
119021574,Father only born overseas,TOT,322
119021574,Mother only born overseas,TOT,199
119021574,Both parents born in Australia,TOT,565
119021574,Not stated - birthplace for either or both parents not stated,TOT,797
119031368,Total,NA,23608
119031368,Both parents born overseas,TOT,19298
119031368,Father only born overseas,TOT,606
119031368,Mother only born overseas,TOT,440
119031368,Both parents born in Australia,TOT,2014
119031368,Not stated - birthplace for either or both parents not stated,TOT,1256
119031369,Total,NA,23904
119031369,Both parents born overseas,TOT,13242
119031369,Father only born overseas,TOT,1346
119031369,Mother only born overseas,TOT,1040
119031369,Both parents born in Australia,TOT,7036
119031369,Not stated - birthplace for either or both parents not stated,TOT,1247
119031370,Total,NA,13784
119031370,Both parents born overseas,TOT,9402
119031370,Father only born overseas,TOT,644
119031370,Mother only born overseas,TOT,497
119031370,Both parents born in Australia,TOT,2496
119031370,Not stated - birthplace for either or both parents not stated,TOT,749
119031371,Total,NA,12613
119031371,Both parents born overseas,TOT,5640
119031371,Father only born overseas,TOT,958
119031371,Mother only born overseas,TOT,715
119031371,Both parents born in Australia,TOT,4821
119031371,Not stated - birthplace for either or both parents not stated,TOT,475
119031372,Total,NA,17933
119031372,Both parents born overseas,TOT,7365
119031372,Father only born overseas,TOT,1429
119031372,Mother only born overseas,TOT,813
119031372,Both parents born in Australia,TOT,7572
119031372,Not stated - birthplace for either or both parents not stated,TOT,755
119031373,Total,NA,11280
119031373,Both parents born overseas,TOT,8023
119031373,Father only born overseas,TOT,417
119031373,Mother only born overseas,TOT,335
119031373,Both parents born in Australia,TOT,1747
119031373,Not stated - birthplace for either or both parents not stated,TOT,756
119031374,Total,NA,24070
119031374,Both parents born overseas,TOT,15602
119031374,Father only born overseas,TOT,1246
119031374,Mother only born overseas,TOT,879
119031374,Both parents born in Australia,TOT,5372
119031374,Not stated - birthplace for either or both parents not stated,TOT,974
119041375,Total,NA,21448
119041375,Both parents born overseas,TOT,14631
119041375,Father only born overseas,TOT,1097
119041375,Mother only born overseas,TOT,766
119041375,Both parents born in Australia,TOT,3446
119041375,Not stated - birthplace for either or both parents not stated,TOT,1500
119041376,Total,NA,26478
119041376,Both parents born overseas,TOT,17719
119041376,Father only born overseas,TOT,1460
119041376,Mother only born overseas,TOT,971
119041376,Both parents born in Australia,TOT,4463
119041376,Not stated - birthplace for either or both parents not stated,TOT,1864
119041377,Total,NA,12611
119041377,Both parents born overseas,TOT,7651
119041377,Father only born overseas,TOT,787
119041377,Mother only born overseas,TOT,572
119041377,Both parents born in Australia,TOT,3015
119041377,Not stated - birthplace for either or both parents not stated,TOT,588
119041378,Total,NA,11311
119041378,Both parents born overseas,TOT,8432
119041378,Father only born overseas,TOT,404
119041378,Mother only born overseas,TOT,308
119041378,Both parents born in Australia,TOT,1515
119041378,Not stated - birthplace for either or both parents not stated,TOT,653
119041379,Total,NA,15969
119041379,Both parents born overseas,TOT,10563
119041379,Father only born overseas,TOT,806
119041379,Mother only born overseas,TOT,666
119041379,Both parents born in Australia,TOT,3151
119041379,Not stated - birthplace for either or both parents not stated,TOT,777
119041380,Total,NA,13969
119041380,Both parents born overseas,TOT,8226
119041380,Father only born overseas,TOT,848
119041380,Mother only born overseas,TOT,531
119041380,Both parents born in Australia,TOT,3221
119041380,Not stated - birthplace for either or both parents not stated,TOT,1147
119041381,Total,NA,19961
119041381,Both parents born overseas,TOT,14597
119041381,Father only born overseas,TOT,730
119041381,Mother only born overseas,TOT,557
119041381,Both parents born in Australia,TOT,2450
119041381,Not stated - birthplace for either or both parents not stated,TOT,1632
119041382,Total,NA,15976
119041382,Both parents born overseas,TOT,7580
119041382,Father only born overseas,TOT,1183
119041382,Mother only born overseas,TOT,745
119041382,Both parents born in Australia,TOT,5419
119041382,Not stated - birthplace for either or both parents not stated,TOT,1049
120011383,Total,NA,21740
120011383,Both parents born overseas,TOT,11279
120011383,Father only born overseas,TOT,1578
120011383,Mother only born overseas,TOT,1055
120011383,Both parents born in Australia,TOT,6828
120011383,Not stated - birthplace for either or both parents not stated,TOT,999
120011384,Total,NA,24847
120011384,Both parents born overseas,TOT,17804
120011384,Father only born overseas,TOT,919
120011384,Mother only born overseas,TOT,715
120011384,Both parents born in Australia,TOT,3933
120011384,Not stated - birthplace for either or both parents not stated,TOT,1468
120011385,Total,NA,18325
120011385,Both parents born overseas,TOT,7275
120011385,Father only born overseas,TOT,1530
120011385,Mother only born overseas,TOT,1101
120011385,Both parents born in Australia,TOT,7059
120011385,Not stated - birthplace for either or both parents not stated,TOT,1362
120011386,Total,NA,20441
120011386,Both parents born overseas,TOT,9420
120011386,Father only born overseas,TOT,1661
120011386,Mother only born overseas,TOT,1092
120011386,Both parents born in Australia,TOT,6844
120011386,Not stated - birthplace for either or both parents not stated,TOT,1429
120021387,Total,NA,15687
120021387,Both parents born overseas,TOT,5568
120021387,Father only born overseas,TOT,1448
120021387,Mother only born overseas,TOT,1052
120021387,Both parents born in Australia,TOT,6232
120021387,Not stated - birthplace for either or both parents not stated,TOT,1387
120021388,Total,NA,26387
120021388,Both parents born overseas,TOT,9356
120021388,Father only born overseas,TOT,2606
120021388,Mother only born overseas,TOT,1757
120021388,Both parents born in Australia,TOT,10521
120021388,Not stated - birthplace for either or both parents not stated,TOT,2145
120021389,Total,NA,13991
120021389,Both parents born overseas,TOT,5208
120021389,Father only born overseas,TOT,1231
120021389,Mother only born overseas,TOT,860
120021389,Both parents born in Australia,TOT,5564
120021389,Not stated - birthplace for either or both parents not stated,TOT,1135
120031390,Total,NA,24501
120031390,Both parents born overseas,TOT,16029
120031390,Father only born overseas,TOT,1152
120031390,Mother only born overseas,TOT,887
120031390,Both parents born in Australia,TOT,4731
120031390,Not stated - birthplace for either or both parents not stated,TOT,1706
120031391,Total,NA,24649
120031391,Both parents born overseas,TOT,18215
120031391,Father only born overseas,TOT,858
120031391,Mother only born overseas,TOT,704
120031391,Both parents born in Australia,TOT,3509
120031391,Not stated - birthplace for either or both parents not stated,TOT,1372
120031392,Total,NA,10448
120031392,Both parents born overseas,TOT,5708
120031392,Father only born overseas,TOT,798
120031392,Mother only born overseas,TOT,464
120031392,Both parents born in Australia,TOT,2829
120031392,Not stated - birthplace for either or both parents not stated,TOT,652
120031393,Total,NA,17228
120031393,Both parents born overseas,TOT,10299
120031393,Father only born overseas,TOT,1204
120031393,Mother only born overseas,TOT,778
120031393,Both parents born in Australia,TOT,4126
120031393,Not stated - birthplace for either or both parents not stated,TOT,826
120031394,Total,NA,16811
120031394,Both parents born overseas,TOT,7401
120031394,Father only born overseas,TOT,1420
120031394,Mother only born overseas,TOT,1017
120031394,Both parents born in Australia,TOT,5657
120031394,Not stated - birthplace for either or both parents not stated,TOT,1315
120031395,Total,NA,13470
120031395,Both parents born overseas,TOT,5957
120031395,Father only born overseas,TOT,1157
120031395,Mother only born overseas,TOT,777
120031395,Both parents born in Australia,TOT,4761
120031395,Not stated - birthplace for either or both parents not stated,TOT,823
120031396,Total,NA,16211
120031396,Both parents born overseas,TOT,12679
120031396,Father only born overseas,TOT,323
120031396,Mother only born overseas,TOT,315
120031396,Both parents born in Australia,TOT,1310
120031396,Not stated - birthplace for either or both parents not stated,TOT,1593
120031575,Total,NA,25013
120031575,Both parents born overseas,TOT,18900
120031575,Father only born overseas,TOT,851
120031575,Mother only born overseas,TOT,679
120031575,Both parents born in Australia,TOT,3077
120031575,Not stated - birthplace for either or both parents not stated,TOT,1520
120031576,Total,NA,3546
120031576,Both parents born overseas,TOT,2342
120031576,Father only born overseas,TOT,187
120031576,Mother only born overseas,TOT,142
120031576,Both parents born in Australia,TOT,683
120031576,Not stated - birthplace for either or both parents not stated,TOT,182
121011398,Total,NA,28683
121011398,Both parents born overseas,TOT,19692
121011398,Father only born overseas,TOT,1106
121011398,Mother only born overseas,TOT,1106
121011398,Both parents born in Australia,TOT,5042
121011398,Not stated - birthplace for either or both parents not stated,TOT,1738
121011399,Total,NA,20857
121011399,Both parents born overseas,TOT,12012
121011399,Father only born overseas,TOT,1312
121011399,Mother only born overseas,TOT,1141
121011399,Both parents born in Australia,TOT,5286
121011399,Not stated - birthplace for either or both parents not stated,TOT,1106
121011400,Total,NA,26734
121011400,Both parents born overseas,TOT,11008
121011400,Father only born overseas,TOT,2294
121011400,Mother only born overseas,TOT,1792
121011400,Both parents born in Australia,TOT,10409
121011400,Not stated - birthplace for either or both parents not stated,TOT,1230
121011401,Total,NA,10500
121011401,Both parents born overseas,TOT,5576
121011401,Father only born overseas,TOT,699
121011401,Mother only born overseas,TOT,546
121011401,Both parents born in Australia,TOT,2914
121011401,Not stated - birthplace for either or both parents not stated,TOT,771
121011402,Total,NA,25462
