sex,age,sa2_code,region,time,value
Males,15 - 19,108051171,Wingham,2016,177
Males,75 - 79,105031101,Dubbo - South,2016,241
Males,25 - 29,116011307,Lalor Park - Kings Langley,2016,956
Females,20 - 24,102011037,Point Clare - Koolewong,2016,150
Males,5 - 9,101021007,Braidwood,2016,125
Males,80 - 84,113031268,Wagga Wagga - North,2016,28
Males,45 - 49,105011095,Nyngan - Warren,2016,154
Males,20 - 24,127011506,Cobbitty - Leppington,2016,632
Males,30 - 34,121011401,St Leonards - Naremburn,2016,824
Females,75 - 79,118011344,Dover Heights,2016,143
Females,15 - 19,101031016,Jindabyne - Berridale,2016,171
Males,80 - 84,128021537,Royal National Park,2016,0
Males,50 - 54,101041018,Batemans Bay - South,2016,248
Females,65 - 69,119011353,Bankstown,2016,588
Males,80 - 84,119011355,Chullora,2016,0
Females,75 - 79,103021069,West Wyalong,2016,137
Males,40 - 44,123011435,Mount Annan - Currans Hill,2016,1179
Males,50 - 54,119031373,Riverwood,2016,372
Males,15 - 19,107031138,Kiama,2016,214
Females,5 - 9,106011112,Singleton,2016,644
Females,55 - 59,119041379,Kogarah Bay - Carlton - Allawah,2016,523
Males,15 - 19,113011257,Griffith Region,2016,471
Males,75 - 79,112011242,Lennox Head - Skennars Head,2016,92
Males,30 - 34,119011360,Revesby,2016,588
Males,10 - 14,102011030,Calga - Kulnura,2016,155
Males,0 - 4,114011277,North Nowra - Bomaderry,2016,505
Females,35 - 39,124041467,Windsor - Bligh Park,2016,453
Males,35 - 39,107041149,Wollongong,2016,987
Females,75 - 79,120011386,Five Dock - Abbotsford,2016,388
Males,10 - 14,121011400,Lane Cove - Greenwich,2016,963
Males,75 - 79,115011292,Castle Hill,2016,386
Females,80 - 84,125041491,Northmead,2016,180
Females,85 and over,111031235,Wickham - Carrington - Tighes Hill,2016,55
Females,0 - 4,102011040,Umina - Booker Bay - Patonga,2016,662
Females,80 - 84,109021178,Wentworth - Buronga,2016,69
Females,40 - 44,119011356,Condell Park,2016,424
Females,70 - 74,124011455,Wentworth Falls,2016,222
Males,25 - 29,125011474,Lidcombe - Regents Park,2016,2334
Males,50 - 54,110031195,Moree,2016,262
Males,50 - 54,114011276,Huskisson - Vincentia,2016,115
Females,5 - 9,112021245,Casino Region,2016,226
Males,65 - 69,115021297,Dural - Kenthurst - Wisemans Ferry,2016,639
Females,85 and over,103021067,Parkes (NSW),2016,224
Females,80 - 84,102021049,Jilliby - Yarramalong,2016,21
Males,25 - 29,127021517,Greenfield Park - Prairiewood,2016,311
Females,75 - 79,113031263,Cootamundra,2016,227
Males,70 - 74,121011402,Willoughby - Castle Cove - Northbridge,2016,431
Males,70 - 74,109031185,Tocumwal - Finley - Jerilderie,2016,310
Females,40 - 44,103021063,Cowra,2016,257
Males,15 - 19,122031432,Terrey Hills - Duffys Forest,2016,136
Males,55 - 59,101011006,Young Region,2016,314
Males,80 - 84,113021260,Tumbarumba,2016,36
Males,45 - 49,102011031,Erina - Green Point,2016,437
Females,85 and over,123021442,Macquarie Fields - Glenfield,2016,255
Females,85 and over,120031396,Homebush,2016,55
Males,0 - 4,111021220,Wangi Wangi - Rathmines,2016,277
Males,20 - 24,107011134,Unanderra - Mount Kembla,2016,630
Males,0 - 4,110031195,Moree,2016,363
Males,5 - 9,124011454,Springwood - Winmalee,2016,808
Males,10 - 14,102011029,Box Head - MacMasters Beach,2016,358
Females,10 - 14,102021053,The Entrance,2016,365
Females,80 - 84,128011528,Cronulla - Kurnell - Bundeena,2016,366
Males,0 - 4,127021516,Fairfield - West,2016,666
Males,5 - 9,108041162,Laurieton - Bonny Hills,2016,427
Females,40 - 44,121021406,Normanhurst - Thornleigh - Westleigh,2016,776
Females,85 and over,112021249,Lismore Region,2016,80
Females,50 - 54,113031269,Wagga Wagga - South,2016,650
Males,25 - 29,128021537,Royal National Park,2016,0
Females,0 - 4,106031124,Tea Gardens - Hawks Nest,2016,70
Females,15 - 19,111011213,Valentine - Eleebana,2016,430
Females,85 and over,101041023,Eden,2016,71
Males,70 - 74,119031372,Peakhurst - Lugarno,2016,398
Males,35 - 39,126011496,Pennant Hills - Cheltenham,2016,598
Males,25 - 29,118011343,Double Bay - Bellevue Hill,2016,1080
Males,35 - 39,126021502,Ryde - Putney,2016,1261
Females,85 and over,103021065,Forbes,2016,169
Males,75 - 79,111031232,Stockton - Fullerton Cove,2016,181
Females,75 - 79,110031198,Narrabri Region,2016,66
Males,30 - 34,107041147,Helensburgh,2016,261
Females,60 - 64,110011187,Armidale Region - North,2016,153
Males,55 - 59,113031270,Wagga Wagga - West,2016,335
Females,20 - 24,125041488,Girraween - Westmead,2016,741
Females,60 - 64,101021007,Braidwood,2016,156
Males,35 - 39,101021009,Queanbeyan,2016,442
Males,5 - 9,109011172,Albury - East,2016,563
Males,85 and over,108021157,Macksville - Scotts Head,2016,68
Males,30 - 34,125031487,Yennora Industrial,2016,1
Males,25 - 29,102011029,Box Head - MacMasters Beach,2016,214
Females,75 - 79,113011257,Griffith Region,2016,156
Females,45 - 49,102011037,Point Clare - Koolewong,2016,236
Males,0 - 4,117021328,Sydenham - Tempe - St Peters,2016,248
Males,80 - 84,115011290,Baulkham Hills (East),2016,191
Females,85 and over,125021477,Ermington - Rydalmere,2016,249
Males,60 - 64,117031334,Pyrmont - Ultimo,2016,369
Males,25 - 29,101021009,Queanbeyan,2016,603
Females,50 - 54,123031447,Picton - Tahmoor - Buxton,2016,584
Females,40 - 44,107041149,Wollongong,2016,827
Females,20 - 24,111021215,Bolton Point - Teralba,2016,224
Males,70 - 74,117011322,Mascot - Eastlakes,2016,323
Males,0 - 4,110041203,Tamworth - North,2016,548
Males,85 and over,102021054,Toukley - Norah Head,2016,185
Males,10 - 14,102021047,Chittaway Bay - Tumbi Umbi,2016,547
Females,45 - 49,116031319,Rooty Hill - Minchinbury,2016,701
Females,20 - 24,125031482,Greystanes - Pemulwuy,2016,827
Females,40 - 44,119031368,Hurstville,2016,688
Females,60 - 64,102011032,Gosford - Springfield,2016,576
Males,0 - 4,122031427,Forestville - Killarney Heights,2016,379
Females,30 - 34,111031232,Stockton - Fullerton Cove,2016,194
Females,10 - 14,127021517,Greenfield Park - Prairiewood,2016,284
Males,40 - 44,106041128,Scone,2016,197
Males,35 - 39,109011172,Albury - East,2016,500
Males,75 - 79,106021118,Thornton - Millers Forest,2016,82
Males,10 - 14,123031445,Bargo,2016,203
Females,45 - 49,128021533,Heathcote - Waterfall,2016,235
Females,40 - 44,118011341,Bondi Junction - Waverly,2016,622
Males,50 - 54,125041489,North Parramatta,2016,577
Males,10 - 14,125011474,Lidcombe - Regents Park,2016,833
Females,30 - 34,114021287,Moss Vale - Berrima,2016,276
Males,30 - 34,104021091,Woolgoolga - Arrawarra,2016,377
Females,75 - 79,120021388,Leichhardt - Annandale,2016,260
Males,30 - 34,109031183,Deniliquin Region,2016,125
Males,65 - 69,116011304,Blacktown (North) - Marayong,2016,469
Females,60 - 64,117011323,Pagewood - Hillsdale - Daceyville,2016,328
Females,10 - 14,119031371,Oatley - Hurstville Grove,2016,373
Males,35 - 39,118011339,Bondi - Tamarama - Bronte,2016,981
Males,80 - 84,124011452,Katoomba - Leura,2016,148
Males,75 - 79,101031016,Jindabyne - Berridale,2016,74
Males,60 - 64,108011154,Tuncurry,2016,249
Females,40 - 44,125041488,Girraween - Westmead,2016,926
Males,0 - 4,124041468,Yarramundi - Londonderry,2016,200
Males,65 - 69,127011504,Ashcroft - Busby - Miller,2016,303
Females,5 - 9,103021062,Condobolin,2016,246
Females,25 - 29,113021261,Tumut,2016,155
Males,20 - 24,122031428,Frenchs Forest - Belrose,2016,745
Females,30 - 34,116021311,Quakers Hill - Acacia Gardens,2016,1308
Females,60 - 64,112031254,Tweed Heads,2016,805
Females,0 - 4,106031125,Williamtown - Medowie - Karuah,2016,489
Males,70 - 74,125011475,Rookwood Cemetery,2016,0
Females,85 and over,123011433,Camden - Ellis Lane,2016,428
Males,60 - 64,101041024,Eurobodalla Hinterland,2016,146
Males,30 - 34,119011354,Bass Hill - Georges Hall,2016,676
Females,75 - 79,103031074,Mudgee Region - West,2016,167
Males,60 - 64,127021519,Smithfield - Wetherill Park,2016,514
Females,20 - 24,111011208,Charlestown - Dudley,2016,752
Females,15 - 19,119031368,Hurstville,2016,729
Males,45 - 49,112021248,Lismore,2016,488
Males,25 - 29,106011112,Singleton,2016,675
Females,85 and over,111031222,Adamstown - Kotara,2016,221
Females,30 - 34,106011107,Branxton - Greta - Pokolbin,2016,356
Females,80 - 84,117031337,Sydney - Haymarket - The Rocks,2016,86
Males,10 - 14,101041017,Batemans Bay,2016,227
Males,0 - 4,102021053,The Entrance,2016,449
Females,55 - 59,101021011,Queanbeyan Region,2016,616
Females,75 - 79,112021249,Lismore Region,2016,162
Females,15 - 19,127021519,Smithfield - Wetherill Park,2016,568
Males,85 and over,106041128,Scone,2016,65
Females,0 - 4,109021178,Wentworth - Buronga,2016,179
Females,5 - 9,108021155,Kempsey,2016,530
Males,15 - 19,106041128,Scone,2016,191
Males,50 - 54,117031332,Newtown - Camperdown - Darlington,2016,702
Females,0 - 4,128011529,Gymea - Grays Point,2016,582
Males,60 - 64,125031480,Fairfield - East,2016,418
Males,0 - 4,127011508,Hoxton Park - Horningsea Park,2016,1126
Males,80 - 84,127021514,Edensor Park,2016,56
Females,40 - 44,102011028,Avoca Beach - Copacabana,2016,305
Females,20 - 24,124031461,Jamisontown - South Penrith,2016,537
Females,75 - 79,103041077,Orange,2016,412
Females,5 - 9,112021249,Lismore Region,2016,496
Females,80 - 84,110031198,Narrabri Region,2016,52
Females,55 - 59,115011295,Kellyville,2016,873
Females,85 and over,127031522,Casula,2016,143
Males,60 - 64,102011035,Narara,2016,172
Females,15 - 19,110041201,Quirindi,2016,219
Males,5 - 9,123021437,Campbelltown - Woodbine,2016,649
Females,15 - 19,126011495,Epping - North Epping,2016,876
Females,25 - 29,122031428,Frenchs Forest - Belrose,2016,421
Females,30 - 34,121011398,Chatswood (East) - Artarmon,2016,1661
Males,10 - 14,110011188,Armidale Region - South,2016,226
Females,45 - 49,124011454,Springwood - Winmalee,2016,826
Females,70 - 74,125011472,Auburn,2016,379
Females,70 - 74,108011154,Tuncurry,2016,312
Males,75 - 79,124031460,Glenmore Park - Regentville,2016,128
Males,45 - 49,112011236,Ballina,2016,469
Males,5 - 9,117031338,Waterloo - Beaconsfield,2016,413
Females,0 - 4,116021310,Parklea - Kellyville Ridge,2016,1618
Males,0 - 4,111021215,Bolton Point - Teralba,2016,268
Females,25 - 29,121011402,Willoughby - Castle Cove - Northbridge,2016,522
Males,5 - 9,123021442,Macquarie Fields - Glenfield,2016,954
Females,70 - 74,101021008,Karabar,2016,153
Males,50 - 54,102011029,Box Head - MacMasters Beach,2016,359
Females,75 - 79,110041205,Tamworth Region,2016,343
Males,60 - 64,118011343,Double Bay - Bellevue Hill,2016,639
Males,85 and over,121041416,Neutral Bay - Kirribilli,2016,158
Males,65 - 69,123021440,Ingleburn - Denham Court,2016,461
Females,60 - 64,118011342,Centennial Park,2016,0
Males,65 - 69,106031121,Nelson Bay Peninsula,2016,904
Males,85 and over,105011096,Walgett - Lightning Ridge,2016,35
Females,55 - 59,117031330,Erskineville - Alexandria,2016,329
Males,15 - 19,106031121,Nelson Bay Peninsula,2016,550
Females,80 - 84,103011058,Bathurst,2016,338
Females,55 - 59,116021309,Glenwood,2016,442
Males,10 - 14,103041078,Orange - North,2016,761
Females,35 - 39,107041146,Figtree - Keiraville,2016,677
Males,50 - 54,119031369,Mortdale - Penshurst,2016,803
Females,20 - 24,125021477,Ermington - Rydalmere,2016,647
Females,0 - 4,123031445,Bargo,2016,179
Males,10 - 14,121011402,Willoughby - Castle Cove - Northbridge,2016,1022
Females,5 - 9,116011306,Doonside - Woodcroft,2016,814
Females,80 - 84,119011353,Bankstown,2016,278
Females,0 - 4,118011340,Bondi Beach - North Bondi,2016,653
Females,50 - 54,127011508,Hoxton Park - Horningsea Park,2016,769
Females,40 - 44,116031315,Hassall Grove - Plumpton,2016,819
Females,25 - 29,120031396,Homebush,2016,1307
Males,70 - 74,102021052,Summerland Point - Gwandalan,2016,183
Females,5 - 9,123011434,Elderslie - Harrington Park,2016,895
Females,75 - 79,127011507,Green Valley - Cecil Hills,2016,251
Males,5 - 9,124021456,Blue Mountains - South,2016,0
Females,30 - 34,106021114,Maitland,2016,279
Males,85 and over,108051167,Gloucester,2016,58
Males,10 - 14,127021515,Fairfield,2016,594
Females,50 - 54,118011340,Bondi Beach - North Bondi,2016,511
Females,0 - 4,112031252,Murwillumbah Region,2016,258
Females,15 - 19,112011242,Lennox Head - Skennars Head,2016,257
Females,15 - 19,110021192,Inverell Region - East,2016,161
Males,40 - 44,109011173,Albury - North,2016,302
Males,40 - 44,117011323,Pagewood - Hillsdale - Daceyville,2016,406
Males,40 - 44,112021246,Goonellabah,2016,346
Females,85 and over,111021219,Toronto - Awaba,2016,384
Females,35 - 39,115031299,Bilpin - Colo - St Albans,2016,71
Males,15 - 19,102011043,Wyoming,2016,376
Females,35 - 39,122031426,Dee Why - North Curl Curl,2016,1170
Males,65 - 69,107011133,Port Kembla Industrial,2016,2
Males,65 - 69,102021056,Warnervale - Wadalba,2016,306
Females,55 - 59,125021477,Ermington - Rydalmere,2016,669
Females,60 - 64,124011450,Blaxland - Warrimoo - Lapstone,2016,660
Females,0 - 4,125011475,Rookwood Cemetery,2016,0
Females,75 - 79,123021441,Leumeah - Minto Heights,2016,188
Females,75 - 79,119021363,Canterbury (South) - Campsie,2016,403
Females,20 - 24,113031263,Cootamundra,2016,178
Females,5 - 9,115011296,West Pennant Hills,2016,383
Females,80 - 84,121031412,Wahroonga - Warrawee,2016,268
Males,5 - 9,111031223,Beresfield - Hexham,2016,313
Females,50 - 54,112011236,Ballina,2016,594
Females,65 - 69,110021193,Inverell Region - West,2016,219
Males,10 - 14,119021365,Lakemba - Wiley Park,2016,849
Males,15 - 19,115041302,Rouse Hill - Beaumont Hills,2016,952
Males,55 - 59,125041488,Girraween - Westmead,2016,714
Females,5 - 9,123021443,Minto - St Andrews,2016,770
Females,85 and over,120011385,Drummoyne - Rodd Point,2016,403
Males,60 - 64,113031263,Cootamundra,2016,298
Males,85 and over,117031335,Redfern - Chippendale,2016,91
Females,0 - 4,116011303,Blacktown (East) - Kings Park,2016,854
Females,20 - 24,111021218,Morisset - Cooranbong,2016,478
Males,40 - 44,108021156,Kempsey Region,2016,254
Males,80 - 84,115021298,Galston - Laughtondale,2016,62
Males,0 - 4,112011236,Ballina,2016,374
Males,45 - 49,103021069,West Wyalong,2016,150
Females,5 - 9,118011340,Bondi Beach - North Bondi,2016,575
Males,35 - 39,109031185,Tocumwal - Finley - Jerilderie,2016,209
Males,30 - 34,117011321,Botany,2016,440
Males,65 - 69,122031425,Cromer,2016,196
Males,70 - 74,105011093,Cobar,2016,67
Females,0 - 4,121031409,Pymble,2016,492
Females,40 - 44,119031372,Peakhurst - Lugarno,2016,673
Males,30 - 34,128021537,Royal National Park,2016,1
Females,80 - 84,105031099,Coonabarabran,2016,137
Males,5 - 9,111021217,Edgeworth - Cameron Park,2016,548
Males,5 - 9,102021054,Toukley - Norah Head,2016,274
Males,85 and over,106011113,Singleton Region,2016,16
Males,40 - 44,115031299,Bilpin - Colo - St Albans,2016,103
Females,50 - 54,127021511,Cabramatta - Lansvale,2016,789
Males,45 - 49,118021350,Malabar - La Perouse - Chifley,2016,958
Males,70 - 74,119041375,Arncliffe - Bardwell Valley,2016,237
Females,20 - 24,125011473,Homebush Bay - Silverwater,2016,690
Females,30 - 34,120011383,Concord - Mortlake - Cabarita,2016,810
Females,5 - 9,107021135,Illawarra Catchment Reserve,2016,0
Females,10 - 14,122031427,Forestville - Killarney Heights,2016,537
Males,85 and over,120021388,Leichhardt - Annandale,2016,128
Females,80 - 84,106011111,Kurri Kurri - Abermain,2016,187
Females,30 - 34,124031460,Glenmore Park - Regentville,2016,843
Males,30 - 34,116021312,Riverstone - Marsden Park,2016,819
Males,80 - 84,102011040,Umina - Booker Bay - Patonga,2016,346
Females,85 and over,128021538,Sutherland - Kirrawee,2016,523
Females,60 - 64,107041149,Wollongong,2016,804
Females,60 - 64,111031226,Maryland - Fletcher - Minmi,2016,316
Males,20 - 24,106011108,Cessnock,2016,867
Males,25 - 29,115011294,Glenhaven,2016,156
Females,55 - 59,110031198,Narrabri Region,2016,176
Males,45 - 49,101041023,Eden,2016,92
Males,65 - 69,111011208,Charlestown - Dudley,2016,539
Males,5 - 9,103011060,Bathurst Region,2016,227
Females,60 - 64,123031448,The Oaks - Oakdale,2016,299
Males,70 - 74,111031224,Hamilton - Broadmeadow,2016,208
Males,85 and over,126021500,Macquarie Park - Marsfield,2016,255
Males,50 - 54,128021534,Illawong - Alfords Point,2016,396
Males,5 - 9,126011496,Pennant Hills - Cheltenham,2016,737
Males,85 and over,122031425,Cromer,2016,71
Females,0 - 4,127031525,Liverpool - Warwick Farm,2016,1431
Females,70 - 74,101041026,Moruya - Tuross Head,2016,308
Males,30 - 34,107011132,Horsley - Kembla Grange,2016,304
Females,35 - 39,101011001,Goulburn,2016,626
Males,20 - 24,120021387,Balmain,2016,370
Males,35 - 39,126011495,Epping - North Epping,2016,968
Males,0 - 4,127031526,Prestons - Lurnea,2016,1249
Males,45 - 49,120031395,Haberfield - Summer Hill,2016,478
Females,65 - 69,108011154,Tuncurry,2016,331
Males,40 - 44,113031269,Wagga Wagga - South,2016,651
Females,85 and over,112021248,Lismore,2016,328
Males,5 - 9,108011151,Bulahdelah - Stroud,2016,139
Females,5 - 9,122031425,Cromer,2016,281
Females,70 - 74,102021048,Gorokan - Kanwal - Charmhaven,2016,585
Males,50 - 54,114011282,Ulladulla,2016,462
Males,60 - 64,108041164,Port Macquarie - West,2016,474
Females,80 - 84,105011096,Walgett - Lightning Ridge,2016,50
Males,20 - 24,121041413,Cremorne - Cammeray,2016,431
Females,80 - 84,109011172,Albury - East,2016,168
Females,75 - 79,110041202,Tamworth - East,2016,416
Females,5 - 9,101031015,Cooma Region,2016,100
Males,65 - 69,123021444,Rosemeadow - Glen Alpine,2016,499
Males,85 and over,122031426,Dee Why - North Curl Curl,2016,150
Females,15 - 19,127021514,Edensor Park,2016,407
Males,70 - 74,124031460,Glenmore Park - Regentville,2016,182
Females,30 - 34,126011496,Pennant Hills - Cheltenham,2016,505
Males,35 - 39,127011505,Badgerys Creek - Greendale,2016,416
Females,5 - 9,107041146,Figtree - Keiraville,2016,744
Males,75 - 79,107011131,Dapto - Avondale,2016,439
Females,20 - 24,125031484,Guildford West - Merrylands West,2016,835
Females,65 - 69,102021053,The Entrance,2016,573
Males,85 and over,119041378,Kogarah,2016,107
Females,10 - 14,114021288,Robertson - Fitzroy Falls,2016,133
Females,55 - 59,108051167,Gloucester,2016,203
Males,30 - 34,105021098,Far West,2016,101
Females,0 - 4,125031481,Granville - Clyde,2016,858
Females,85 and over,102011033,Kariong,2016,34
Males,75 - 79,110041200,Gunnedah Region,2016,71
Males,60 - 64,125031486,Smithfield Industrial,2016,0
Males,85 and over,103021063,Cowra,2016,141
Males,5 - 9,108051171,Wingham,2016,185
Females,70 - 74,124031464,Penrith,2016,277
Females,85 and over,108021159,Nambucca Heads Region,2016,59
Males,60 - 64,127011508,Hoxton Park - Horningsea Park,2016,427
Females,70 - 74,119021362,Belmore - Belfield,2016,417
Males,60 - 64,101021008,Karabar,2016,235
Females,80 - 84,128021534,Illawong - Alfords Point,2016,66
Females,85 and over,111011206,Belmont - Bennetts Green,2016,356
Females,40 - 44,125011474,Lidcombe - Regents Park,2016,1016
Males,85 and over,114021287,Moss Vale - Berrima,2016,85
Males,75 - 79,109031183,Deniliquin Region,2016,145
Females,40 - 44,114011274,Culburra Beach,2016,114
Males,10 - 14,112011242,Lennox Head - Skennars Head,2016,272
Females,80 - 84,102011042,Woy Woy - Blackwall,2016,300
Females,65 - 69,199999499,No usual address (NSW),2016,0
Males,60 - 64,110011188,Armidale Region - South,2016,251
Males,80 - 84,106031125,Williamtown - Medowie - Karuah,2016,91
